userId,movieId,rating
4,79702,4.5
4,81834,1
4,86332,2
4,86880,1.5
4,87306,3
4,87520,1
4,88125,1
4,88140,2.5
4,91542,3
4,91630,3.5
4,93363,2.5
4,93510,4
4,94864,0.5
4,96079,2.5
4,96610,3.5
4,96737,4.5
4,97304,2
4,97913,3.5
4,99112,3.5
4,99114,4
4,101864,3.5
4,102445,3
4,103228,4
4,103249,2
4,103253,3
4,104841,1
4,106916,3
4,107406,5
4,108932,3.5
4,109487,5
4,110102,3.5
4,111759,4
4,111781,3.5
4,112138,4
4,112552,4.5
4,112852,3
4,115122,4
4,115149,4
4,115569,5
4,115617,3.5
4,115713,5
4,119145,4.5
4,122882,5
4,122886,2
4,122904,3.5
4,134130,4
4,136020,3
4,138036,4.5
4,139385,5
4,139644,5
4,152081,4.5
4,164179,5
8,1022,4
8,1032,3
8,1287,1
9,1030,4
9,1345,4
12,1882,2
12,3034,4
12,5796,4
12,46578,4
12,51255,3.5
12,54001,3.5
12,55052,4
12,55820,4.5
12,56367,4
12,68358,4
12,69757,3
12,72998,4
13,34150,2.5
13,45722,3
13,46578,5
13,47997,3.5
13,48774,5
13,50872,4.5
13,51255,4.5
13,51662,4
13,52722,3
13,53125,1.5
13,53519,4
13,53996,3
13,54001,3.5
13,54503,4
13,55247,5
13,55820,4.5
13,56174,3.5
13,57368,4.5
13,59315,4.5
13,59369,4
13,60684,3.5
13,60756,3.5
13,66097,3.5
13,68157,4
13,68319,3
13,68358,3
13,68954,3.5
13,69844,3.5
13,70286,4.5
13,71135,4
13,71535,4
13,72378,2
13,72998,4
13,73017,4
13,74458,3
13,77561,4
13,79091,3.5
13,79132,4.5
13,79293,1
13,81834,3.5
13,81847,3.5
13,86332,2.5
13,87306,3.5
13,88125,4
13,88129,4
13,88163,3.5
14,63082,4.5
14,68954,3
14,69757,4
14,70286,5
14,94959,5
14,111759,4.5
14,164179,4
16,73881,4
17,51662,2.5
17,59315,3
17,68954,3.5
17,72998,4.5
17,77561,4
17,79091,5
17,88140,4
17,102903,5
17,108932,3
17,111759,3
17,115617,4.5
17,122892,4
17,122920,4
17,134130,2.5
17,164179,2.5
18,1287,0.5
19,1022,2
19,1287,4
19,1566,2.5
19,45722,2
19,46578,3
19,47997,3.5
19,50872,3.5
19,51255,5
19,51662,3
19,54001,3
19,55247,3
19,56174,2.5
19,59315,2.5
19,60684,3.5
19,63082,3.5
19,68319,1.5
19,68954,3.5
19,69844,3
19,70286,2.5
19,72378,2.5
19,72998,3.5
19,73017,3.5
19,74458,3.5
19,76251,3.5
19,79132,3.5
19,79702,3
19,81591,2
19,81834,3
19,87306,3.5
19,88125,3
19,88163,1
19,91542,2.5
19,94864,2.5
19,94959,4
19,96079,3
19,96610,2.5
19,97752,3
19,97913,3
19,99114,3
19,103228,5
19,104841,2.5
19,109487,4
19,110102,1.5
19,111362,2
19,111759,3
19,112552,5
19,115617,3.5
19,116797,3.5
19,117176,3.5
19,118702,2.5
19,122882,3.5
19,122886,4
19,133832,2.5
19,134130,3
19,136020,2
19,146656,5
19,148172,2
19,152081,3.5
21,27773,4.5
21,48774,4.5
21,51255,3.5
21,60072,2.5
21,62849,4
21,68157,4
21,68319,3
21,68358,4
21,68954,4.5
21,74458,4.5
21,79132,5
21,79702,5
21,81834,4
21,84152,4.5
21,88125,4
21,88129,4
21,88140,3.5
21,91542,3
21,91630,3.5
21,94959,4
21,99114,4.5
21,109487,5
21,111759,5
21,112556,4
21,112852,4.5
21,115569,3.5
21,115713,5
21,116797,5
21,122882,4.5
21,122886,5
21,122892,3.5
21,122904,5
21,134130,5
21,135133,2.5
21,136020,4
23,2105,3
26,54503,2
26,79132,5
28,2105,5
29,69757,3.5
29,81591,4.5
30,51255,2
30,73017,3
30,91542,3
31,1287,2
31,46578,2.5
31,48304,2.5
31,48774,2
31,51255,4
31,51662,2
31,54503,1
31,55052,3
31,55765,4
31,55820,3
31,56367,3
31,59315,2
31,63082,3
33,68954,3
35,56174,3
35,72998,2.5
35,79132,4
35,86833,4
35,86882,3.5
35,97304,4
35,97921,4
35,104841,3
35,106920,4
35,109487,3.5
35,112552,4
35,116797,4
35,134130,4.5
35,160980,4
35,162602,4
35,164909,4
35,166486,2.5
37,48774,4.5
37,55820,5
37,56782,5
37,68954,5
37,72998,5
37,74458,4.5
37,79132,4.5
37,88129,5
37,97304,4.5
37,99114,5
37,104879,4.5
37,109487,4.5
37,112552,4.5
37,112556,4.5
37,115569,3
37,122882,5
38,45517,3
38,45722,3.5
38,48774,4
38,50872,4
38,52722,1.5
38,53125,2
38,53519,3.5
38,53996,2
38,54259,3.5
38,55820,4
38,56367,3.5
38,59315,3.5
38,61132,3
38,63082,4
38,68319,1.5
38,68358,3.5
38,68954,3.5
38,71535,3.5
38,72378,2
38,76251,2
38,79132,4.5
38,79702,2.5
38,80549,3.5
38,88129,4.5
38,88744,2
38,91542,4
38,91630,3.5
38,94864,3
38,96079,3.5
38,96610,3
38,97304,4.5
38,97921,3
38,102445,3
40,46578,4
40,55247,4.5
40,55765,4
40,59315,4
40,63082,4.5
41,1287,4
41,1754,5
41,2105,3
43,1022,3
43,2105,4
43,45517,3.5
43,45722,4.5
43,46578,3
43,48774,3.5
43,51077,2.5
43,51662,3
44,60684,5
44,68319,3.5
44,76251,5
44,77561,5
44,79091,4
44,79132,5
44,86332,5
44,87306,4.5
44,88140,5
44,88744,5
44,89774,4
44,91542,5
44,93363,4.5
44,94864,4
44,96079,5
44,96737,4
44,97752,3.5
44,97921,5
44,99112,5
44,112852,5
44,122904,5
44,122920,5
44,134130,5
46,59315,4
50,2105,4
50,46578,5
50,68157,4.5
50,79132,4.5
50,81591,5
52,46578,2
52,55247,5
52,56367,4.5
52,63082,5
52,81591,2.5
53,50872,5
53,72998,4
53,109487,3
55,55820,3.5
55,63082,5
57,27773,4.5
57,45517,3.5
57,46578,5
57,48774,4.5
57,50872,4.5
57,51255,4.5
57,54503,4
57,56152,4
57,56174,3
57,56367,4
57,56782,5
57,57368,3.5
57,58998,4
57,68157,4.5
57,68954,4.5
58,1287,4
58,72378,3
59,1022,3
59,1032,3.5
59,1345,3.5
59,1754,3.5
59,4976,3.5
59,8580,3
61,1022,4
61,1032,4
61,1345,3
61,2926,4
61,3034,5
62,27773,4
62,45722,4
62,46578,4
62,48304,4
62,51255,4
62,51662,4
62,54001,3.5
62,54503,3.5
62,55247,4.5
62,55820,4
62,56174,4
62,56782,4
62,58998,4
62,59315,3.5
62,61132,3
62,63082,4
63,60397,4
63,80549,3.5
63,81847,4.5
63,86833,3
63,88163,4
63,93510,4
63,96588,3
63,102903,3
63,104211,4
63,104374,3
63,112556,3.5
63,140174,5
64,50872,5
64,59315,3.5
64,68954,5
64,79091,3
64,79132,4.5
64,81847,3
64,99114,4.5
64,109487,5
64,111759,4
64,112556,4
64,112852,5
64,115569,3.5
64,115617,4
64,116797,3
64,122882,3.5
65,59315,5
65,103042,4
65,111362,5
65,112852,5
65,114662,5
65,122882,4
65,122892,5
65,122904,1
65,122920,4.5
65,122924,5
65,134130,5
65,135532,5
65,135536,1
65,136864,5
65,137857,3
65,139385,5
65,139644,5
65,140928,2
65,141004,4
65,157200,1.5
65,160438,5
67,1030,1
67,1032,3
67,1566,3
67,3034,5
68,46578,4
68,51662,3.5
68,72998,3
68,79132,3
68,135436,3.5
69,46578,5
69,51255,4.5
69,51662,4.5
69,55765,3.5
69,55820,5
69,56782,5
69,59315,3
69,60684,5
70,45722,2
70,46578,3.5
70,55820,4
70,56367,4.5
70,63082,4.5
71,50872,4
71,68157,5
71,68954,4
71,72998,5
71,79132,4
71,81591,4
71,86833,4
71,99114,3
71,122886,2
72,1022,4
72,1345,3
72,1754,3
72,1882,1
72,2143,4
72,3034,5
75,1287,4.5
75,46578,3.5
75,47382,3
75,48304,2.5
75,48774,4
75,50872,2.5
75,51255,3
75,54259,3
75,55052,3.5
75,55820,2.5
75,56174,2.5
75,56782,2.5
75,56941,1.5
75,59315,3
75,59369,3.5
75,60397,3.5
75,63082,4
75,65130,4
75,68358,3
75,68954,3
75,69757,3.5
75,71535,3
75,71668,2
75,72378,2.5
75,72998,3
75,74458,2.5
75,79132,3
75,79293,2.5
75,81591,2.5
75,84152,3
75,86190,2.5
75,86833,3.5
75,86882,3
75,88129,3
75,91500,3.5
75,94864,1
75,96079,3
75,96588,4
75,96610,3
75,97304,4
75,97921,3.5
75,99112,2.5
75,99114,4.5
75,101362,2
75,103249,2.5
75,104374,3.5
75,104841,3
75,104879,4
75,105844,4
75,106487,3
75,108190,2.5
75,112552,4
75,112556,3.5
75,115149,3.5
75,116797,3
75,125916,3
75,127108,3
75,133419,3
75,135133,3.5
75,136020,3
75,140174,3.5
75,162602,3
75,164909,3.5
76,46578,4
76,47997,5
76,51255,3.5
76,54001,3
76,54259,3
76,55820,3.5
76,56782,3.5
76,63082,4
76,66097,4.5
76,69844,3
76,73017,4
76,79132,4.5
76,79357,3.5
76,79702,2
76,81591,3.5
76,81834,3
76,88125,3
78,50872,3.5
78,63082,3.5
78,72998,5
78,79702,4
78,80549,5
78,81591,5
78,90405,5
78,132046,2.5
78,133771,4.5
78,166534,3.5
80,1754,3
80,1882,1
80,4351,2
82,46578,4.5
82,50872,3
82,55247,4.5
82,56367,3.5
82,63082,3
82,74458,1.5
82,79132,1.5
82,81591,3
82,88129,3
82,112852,5
84,27773,4
84,46578,4
84,48774,2.5
84,56782,4.5
84,60684,4
84,63082,3
84,69757,3.5
84,74458,3.5
84,79132,3
84,79357,2
84,81591,3.5
84,86882,3.5
84,88129,3.5
84,89492,3
84,90531,3.5
84,94959,3
84,96610,3
84,105844,3
84,109487,3
84,112552,4.5
84,115569,4.5
84,116797,4
84,133771,4
84,136020,2
84,142488,4.5
84,143367,2
84,162414,3.5
84,165549,4.5
86,2105,2
87,68358,5
87,72998,4.5
87,79132,5
87,102445,1
87,104841,0.5
87,164179,5
89,1287,4
91,55247,3.5
91,68157,4
91,68954,3.5
91,69757,3.5
91,72998,4
91,74458,4
91,78039,3
91,79091,3
91,79132,4.5
91,81591,3
91,81847,3
91,88163,3.5
91,88744,5
91,89492,3.5
91,89774,4
91,97304,4
91,98154,4.5
91,103253,3.5
91,104841,3.5
91,104879,4.5
91,105844,3.5
91,106100,4
91,106916,3.5
91,106920,5
91,107069,4
91,109487,5
91,111759,4.5
91,112370,2.5
91,112552,3.5
91,112556,5
91,112623,5
91,112852,3
91,114662,4
91,115713,4.5
91,116797,4.5
91,117176,4
91,134130,3.5
91,134214,2
91,136020,1
91,165551,5
93,46578,5
93,50872,4.5
93,56367,4.5
93,63082,5
93,66097,5
93,68954,5
93,69757,3
93,69844,3.5
93,70286,3
93,71535,3
93,72998,0.5
93,79702,5
93,80549,4.5
93,81834,4.5
93,94959,5
93,97921,3.5
93,108932,4
93,115617,4
93,122904,3.5
93,140928,4.5
93,143859,4.5
93,152081,3.5
93,162578,5
95,51255,4.5
95,54001,3.5
95,55247,3
95,63082,3.5
95,68954,4
95,69844,2.5
95,70286,4.5
95,72998,3
95,73881,4.5
95,74458,4.5
95,79132,4
95,81834,3.5
95,84152,3.5
95,88125,5
95,89774,4
95,94864,2.5
95,96079,3.5
95,97304,4
95,97752,5
95,99114,4
95,104879,4
95,105844,5
95,109487,2
95,111659,2.5
95,112556,3.5
95,112852,4
95,114935,4
95,115713,4
95,116797,4
95,122882,4.5
95,122886,2.5
95,122904,3.5
95,122924,3.5
95,135143,1.5
95,140174,4.5
95,142488,3.5
95,162578,4.5
95,164179,4
96,46578,3
96,59315,5
96,68358,4
96,69757,5
96,76251,5
96,77561,5
96,79091,5
96,79132,3
96,81847,3.5
96,86332,5
96,88140,5
96,103042,5
96,106072,5
96,106920,3
96,108190,5
96,108932,5
96,110102,5
96,111921,5
96,112852,5
96,115617,5
96,122892,5
96,122900,5
98,1022,4
98,50872,4
98,54001,3
98,60397,4
98,68954,5
98,69844,5
98,79091,5
98,81834,4
98,81847,5
98,96588,4.5
98,101285,2.5
98,108932,4.5
98,111921,4.5
98,132480,3.5
98,133419,4.5
99,81591,3
99,99114,4
101,51540,2.5
101,55247,4
101,63082,3.5
101,66097,3.5
101,68157,3
101,68954,4
101,72998,2
101,73017,3.5
101,74458,3.5
101,79132,5
101,81591,3.5
101,84152,3
101,88163,3
101,91542,3.5
101,97913,2.5
101,97921,3
101,99114,4
101,105844,4
101,106100,3.5
101,106920,3
101,109487,2.5
101,115713,2.5
101,122904,3
101,135133,3
101,142488,4
101,152081,4
102,1032,3.5
102,1287,3
104,56782,4.5
104,79132,5
104,143385,4
107,45722,2.5
107,46578,4
108,59315,4
108,69844,4
108,71535,3.5
108,79132,4.5
108,81834,4
108,88125,4
108,89774,3
108,93510,3.5
108,101864,3.5
108,103042,4
108,103249,4
108,104879,3.5
108,105844,3
108,109487,5
108,111759,3.5
108,112852,3.5
108,119145,3.5
108,122886,3
108,122920,4.5
108,134130,4
109,1287,4.5
109,27773,3.5
109,55247,3
109,55820,3.5
109,56782,4.5
109,68157,3
109,68954,3
109,73881,4
109,74458,4.5
109,79132,4.5
109,88125,4
109,89774,3.5
109,99114,4.5
109,104879,4
109,105844,3
109,109487,3
109,112552,5
109,112556,3
109,112852,4.5
109,140174,3.5
109,152081,3.5
109,163645,2.5
109,167392,3.5
110,104841,4
113,27773,3
113,57368,3.5
113,68157,3.5
113,70286,5
113,79132,4
113,79357,3.5
113,79702,4
113,88129,2
113,88744,3.5
113,91500,3.5
113,93510,3.5
113,97304,3.5
113,98961,3.5
113,99114,5
113,104841,3
113,104879,5
113,106920,4
113,109487,4
113,111759,4
113,112138,4
113,112552,4
113,112556,4.5
113,112852,3.5
113,115569,4.5
113,116799,4
113,119145,3.5
113,119655,0.5
113,122882,3
113,122886,3
113,122890,3
113,122892,4
113,122900,3.5
113,122904,4
113,122920,4
113,134130,4
113,136864,3.5
113,143859,3
113,152077,3.5
113,158238,4
113,159858,3
113,161634,4
114,56367,3
114,60756,4
114,68954,3
114,79091,4
114,79132,5
114,91500,2.5
114,93510,3.5
114,96079,3
114,97913,3
114,104211,4
114,104374,4
114,108190,2.5
114,111759,3
114,112138,2.5
114,112788,3
114,112852,4
114,113345,2
114,115617,3.5
114,119145,3
114,122900,4
114,122904,2
114,132424,2
114,148956,3
114,152079,3.5
114,157296,3
114,162606,4
117,54259,5
117,56367,4
117,68954,5
117,79132,5
117,96588,5
119,8580,4.5
119,50872,3
119,68954,4.5
119,79132,1
119,89492,4
119,91630,4
119,93510,4.5
119,96079,4
119,97304,5
119,98154,5
119,98961,4
119,101864,0.5
119,102903,3
119,103042,4.5
119,103339,4
119,104841,1
119,105844,1.5
119,109487,0.5
119,110102,4.5
119,110553,1
119,111781,4.5
119,112138,3.5
119,114662,4
119,115569,1
119,116797,3.5
119,122892,2
119,133419,3.5
119,134368,3.5
120,1797,4
120,1882,4
120,2105,4
120,2143,3
125,1287,2
125,1566,3
125,3034,3
126,55247,4.5
126,74458,4
126,79132,4.5
126,99114,4
126,112552,4
126,112556,5
126,114662,4
126,116797,3.5
127,46578,5
127,68157,5
127,68358,5
127,69757,4
127,79132,5
127,99114,5
127,104374,5
127,106920,1
127,109487,5
127,112556,5
127,115569,5
127,116797,5
128,51255,4.5
128,59315,4
128,68157,4.5
128,77561,3.5
128,79132,5
128,86332,1.5
128,110102,4
128,112552,4.5
128,112852,4.5
128,115149,5
128,122882,4
128,122886,3
128,122892,2
128,122920,3.5
130,1754,3
131,1287,4.5
132,1287,3
132,4976,3
137,1754,4
138,51662,5
138,69757,4
138,72378,3
139,55820,3
139,63082,5
139,68157,3.5
142,1345,4
142,45722,2.5
142,46578,3.5
142,50872,3
142,51662,3
142,53125,1.5
142,53996,3
142,54503,3
142,55247,3.5
142,55820,4.5
142,56174,3
142,56367,4
142,59315,3
142,59369,3
142,60756,4
142,61132,4.5
142,68157,3
142,68319,2
142,68358,3
142,68954,3
142,70286,2
142,71535,3.5
142,72998,2.5
142,81591,3.5
142,87306,3
142,91500,3
142,97304,3.5
142,99114,3.5
142,101864,3
142,103228,4
142,104879,4
142,109487,4
142,112852,3.5
142,115569,4.5
142,122882,5
142,122904,5
142,152077,3
142,152081,3.5
142,161634,3.5
142,164179,4.5
144,54001,4
144,54259,3.5
144,59315,3
144,68358,3.5
144,69844,4
144,81834,4
145,53125,2
146,50872,3
146,54503,3.5
146,59315,4
146,68358,3.5
146,68954,3.5
146,69757,3
146,69844,4
146,71535,3
146,74458,3.5
146,76251,3
146,79132,4.5
146,81591,4
146,88129,2
146,88744,4
146,89492,1.5
146,99114,4
146,104374,2.5
146,106920,3.5
146,109487,3.5
146,112623,3.5
146,112852,4.5
146,115617,4
146,115713,4.5
146,116797,3.5
146,122904,4
146,122920,4.5
146,134130,4
146,135143,4
146,152081,3.5
148,27773,4.5
148,63082,3.5
148,68954,3.5
148,79132,4
148,81834,3.5
148,99114,3.5
148,104879,4
148,106100,4
148,109487,4
148,112552,4
148,112556,4.5
148,115617,4
148,122886,4
148,134130,4
149,45722,4
149,84152,5
149,88140,3.5
150,45722,4.5
150,63082,5
150,79132,3.5
150,104879,3.5
150,105844,4.5
151,46578,5
151,52722,3
151,59315,4
151,68358,3
151,70286,3
151,81591,5
151,109487,3
151,111362,5
151,115713,5
151,120466,5
151,120799,5
151,134130,5
151,136020,4
153,60072,5
153,68358,0.5
153,69757,5
153,73017,5
153,79132,5
153,79293,5
153,88129,5
153,104374,5
153,106920,5
153,107406,5
153,110102,5
153,111759,5
153,112552,5
153,114935,5
153,115149,5
153,115713,5
153,116797,5
153,117176,5
153,119145,5
153,122904,5
153,138036,5
153,162606,5
154,66097,3.5
154,72378,1
154,79132,4.5
154,81847,2
154,89492,3
154,91630,3
154,93363,2
154,94864,3.5
154,96737,3.5
154,97913,3
154,98961,3
154,99112,3
155,46578,4
155,48774,3.5
155,51255,4
155,52722,4
155,54503,4.5
155,55765,4.5
155,55820,4.5
155,56367,2.5
155,56782,4
155,58998,4
155,59315,4.5
155,60684,4.5
155,62849,4
155,63082,4
155,68157,5
155,69757,4
156,1566,4
159,45517,3
159,45722,4
159,46578,5
159,50872,4.5
159,51255,2.5
159,51662,4.5
159,52722,4
159,53996,2.5
159,54001,4
159,54503,4
159,55052,4
159,55247,5
159,55820,4
159,56152,4
159,56174,3.5
159,56367,5
159,56941,4.5
159,58998,3
159,59315,4.5
159,60072,3
160,45722,5
162,1022,3
162,1030,3
163,51662,4
164,48774,4.5
166,1030,3
166,1287,5
166,1566,3
166,1882,3
169,46578,5
169,53996,3
169,54503,4
169,55247,4
169,55765,3
169,55820,3.5
169,56152,3.5
169,56367,4
169,56941,2.5
169,58998,4.5
169,59315,3.5
169,60684,3
169,63082,4
169,68157,4
170,51540,4
170,54001,2.5
170,55247,4
170,55765,4.5
170,111759,3
171,1754,4
171,2105,4.5
171,4351,3.5
172,1287,3
172,47382,4.5
172,55052,3
172,55247,3.5
172,63082,4
172,69757,3.5
172,72998,5
172,74458,4
172,78039,3.5
172,79132,4
172,79357,3.5
172,81591,4.5
172,84152,3.5
172,88163,3.5
172,93510,4
172,95449,4
172,96610,3.5
172,97921,4.5
172,100527,3.5
172,104211,4
172,104841,4
172,106100,4
172,106920,3
172,109487,2
172,111659,3.5
172,111921,4.5
172,112138,3.5
172,112556,4
172,125916,3.5
172,132480,3
172,134368,4
172,138036,4
172,139385,4
172,140174,4
174,27773,5
174,46578,4
174,51540,5
174,55247,5
174,55820,5
174,56367,4
174,59315,0.5
174,60684,1.5
174,60756,3
174,61132,1
174,66097,1
174,68954,4
174,74458,4
174,81591,5
174,87306,3
174,88140,0.5
174,89492,4
174,91500,2
174,94959,5
174,98154,3.5
174,104879,4
174,106920,4
174,112852,0.5
174,122882,4
174,122886,3
174,122904,0.5
174,134130,5
174,134368,1
174,139385,5
174,143385,2.5
174,152081,0.5
175,1022,4
175,1882,3
175,4351,3
177,1754,4
177,1882,3
177,2105,1
180,60684,4.5
180,99114,5
180,101362,4
180,107406,4
180,109487,5
180,111759,5
180,112623,4
180,115149,5
180,115713,5
180,116797,5
180,122882,5
180,122886,4
180,134130,4.5
181,1345,1.5
181,2105,1.5
181,27773,3.5
181,46578,2
181,47997,2
181,48304,3
181,48774,3
181,51255,2.5
181,51540,2
181,54259,3
181,55820,2.5
181,56367,0.5
181,57368,1.5
181,59369,1.5
181,60397,0.5
181,60684,2
181,61132,1.5
181,68157,2
181,70286,2.5
181,70728,1.5
181,71135,2.5
181,71535,0.5
181,72998,1.5
181,76251,1.5
181,79702,0.5
181,81591,2
181,88129,3
181,88163,1
181,88744,1
181,90531,2
181,93363,0.5
181,93510,1
181,94959,2.5
181,96079,1
181,96610,1.5
181,96737,4
181,97188,1
181,97752,0.5
181,99114,3
181,101739,2
181,102123,1
181,103228,1.5
181,103249,0.5
181,104879,2.5
181,106920,3
181,107406,1
181,108729,1.5
181,109487,2.5
181,111759,2.5
181,112138,0.5
181,112552,3.5
181,112556,2.5
181,112623,1
181,112852,2
181,113573,0.5
181,115149,3
181,115569,3
181,115713,3
181,117529,1
181,121231,2.5
181,122882,4
181,122886,2
181,122892,1.5
181,122900,1.5
181,122904,3
181,128360,3.5
181,133771,1.5
181,133832,1
181,135536,1
181,135569,1.5
181,139385,2.5
181,139644,2.5
181,140174,2
181,140247,1.5
181,141866,3
181,144976,3.5
181,146656,1.5
181,152077,3
181,152970,1.5
181,158238,1.5
181,161582,2.5
181,161634,2
181,163645,2
181,164179,3.5
181,166534,2
182,4351,2
184,45722,4
185,27773,5
186,45722,4
186,46578,3.5
187,1032,4.5
187,1345,4
187,1754,4
187,1882,4
187,5540,3.5
187,27773,4.5
187,34150,3.5
187,45081,4.5
187,45517,3
187,45722,4
187,46578,4
187,47997,4.5
187,48774,4.5
187,50872,3.5
187,51077,3
187,51255,4.5
187,51540,4
187,51662,4
187,51935,5
187,52722,3.5
187,53125,4
187,53996,4
187,54001,4
187,54503,4.5
187,55247,5
187,55765,4.5
187,56174,4
187,56367,4
187,57368,4
187,58998,4.5
187,59315,4.5
187,59369,3.5
187,60072,4
187,60684,4.5
187,61132,4
187,63082,4
187,66097,4.5
187,68157,5
187,68319,4.5
187,68358,4.5
187,68954,4
187,69757,4
187,69844,4
187,70286,5
187,71135,4
187,71205,3.5
187,71535,4.5
187,71668,3.5
187,71838,5
187,72378,3.5
187,72998,4.5
187,73017,4
187,74458,4
187,74530,4
187,74946,3.5
187,75395,4
187,76251,4
187,77206,3
187,77561,4.5
187,79057,4
187,79091,4
187,79132,5
187,79293,4.5
187,79357,4.5
187,79702,5
187,80549,3.5
187,81591,4.5
187,81834,4
187,81847,4.5
187,84152,4
187,85056,3
187,85367,4
187,85510,4
187,86190,4
187,86332,4
187,86833,4
187,86880,4
187,87306,3.5
187,87520,4
187,88125,4.5
187,88129,5
187,88140,4
187,88163,4
187,88744,5
187,90405,4.5
187,91500,4.5
187,91542,4.5
187,93363,4
187,93510,4.5
187,94780,4
187,94864,4
187,97188,5
187,97913,5
187,97921,5
187,99114,4.5
187,100083,4
187,101739,4
187,101864,4
187,102123,4
187,102903,4.5
187,103042,4.5
187,103141,4
187,103253,4.5
187,106487,4.5
187,109487,5
187,122886,5
187,134130,4.5
187,152081,3
188,2105,4
189,1287,1.5
191,68954,4
191,69844,3.5
191,72378,1.5
191,72998,4
191,74458,3
191,77561,5
191,79132,4
191,86332,4
191,88140,4
191,91630,4.5
191,115617,5
191,122886,2
191,122904,5
192,59315,4
195,27773,4.5
195,50872,3.5
195,51255,4
195,51662,3
195,54503,4
195,55820,4
195,59315,4
195,68954,4.5
195,71535,3.5
195,74458,4.5
195,79132,5
195,79702,4.5
195,86332,3
195,88129,4
195,93510,3.5
195,94959,4.5
195,96610,4
195,96737,4
195,97913,4
195,97921,4
195,99114,4.5
195,106916,4.5
195,109487,5
195,111759,3.5
195,112552,3.5
195,112852,4
195,115149,4.5
195,115617,4
195,115713,4
195,116797,4
195,122882,3.5
195,122904,3.5
195,134130,3.5
195,139644,4.5
195,142488,4.5
195,158238,5
195,161131,4
195,164179,4
196,27773,3.5
197,1022,4.5
197,1032,4
197,1287,5
197,3034,5
202,1754,3
202,2105,3
203,70286,5
204,27773,4.5
204,51255,4.5
204,52722,1
204,55247,4
204,59315,3
204,68319,3
204,69844,3
204,71205,1
204,74458,5
204,77561,2
204,79132,5
204,86880,4
204,88129,3.5
204,88140,1
204,90405,3.5
204,94018,0.5
204,96079,4.5
204,96610,1.5
204,97752,4
204,99114,4.5
204,109487,4.5
204,112552,5
204,116797,4
204,122882,3
204,122886,4
204,134130,5
204,142488,4.5
207,27773,4.5
207,48774,4.5
207,51077,3
207,51255,4
207,51662,4.5
207,51935,4
207,53996,2
207,55247,4
207,55765,4.5
207,55820,4.5
207,56174,3.5
207,56367,4
207,56782,4.5
207,57368,3.5
207,59315,3
207,59369,5
207,61132,4
207,62849,3.5
207,63082,4.5
207,66097,3
208,27773,5
208,46578,4.5
208,50872,4
208,51255,4.5
208,51662,2
208,55820,5
208,59315,5
208,59369,2
208,60072,4.5
208,60684,3.5
208,63082,4
208,68157,5
208,68358,3.5
208,68954,5
208,72998,3
208,73017,5
208,77561,4
208,79091,4
208,79132,5
208,81591,4
208,85510,3
208,86332,4
208,88140,4
208,91542,4.5
208,96079,3
208,99114,3
208,103228,4
208,103249,3
208,103339,3
208,104841,5
208,106072,4.5
208,106487,3
208,107406,5
208,109487,3.5
208,110102,4.5
208,111759,4.5
208,115149,4
208,115713,4.5
208,119145,4.5
